# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_10-40-16
---
'a'ba'ka'wei 阿巴卡韦
'lu'fu'sha'xing'jiao'nang 芦氟沙星胶囊
'lu'fu'sha'xing'pian 芦氟沙星片
'lu'gai 颅盖
'lu'gai'ke 路盖克
'lu'gan'shi 炉甘石
'lu'gan'shi'bo'he'nao'xi'ji 炉甘石薄荷脑洗剂
'lu'gan'shi'fen 炉甘石粉
'lu'gan'shi'liu'xi'ji 炉甘石硫洗剂
'lu'gan'shi'xi'ji 炉甘石洗剂
'lu'gan'shi'xi'ye 炉甘石洗液
'lu'gan'shi'yang'hua'xin'xi'ji 炉甘石氧化锌洗剂
'lu'gan'shi'zhang'nao'xi'ji 炉甘石樟脑洗剂
'lu'gen 芦根
'lu'gen'pi'pa'ye 芦根枇杷叶
'lu'gen'pi'pa'ye'ke'li 芦根枇杷叶颗粒
'lu'gou'long'shu 芦沟龙属
'lu'gu'ao'xian'gu'zhe 颅骨凹陷骨折
'lu'gu'fen'sui'gu'zhe 颅骨粉碎骨折
'lu'gu'gu'liu 颅骨骨瘤
'lu'gu'gu'pen'qian'yin 颅骨骨盆牵引
'lu'gu'gu'pen'qian'yin'qi 颅骨骨盆牵引器
'lu'gu'gu'zhe 颅骨骨折
'lu'gu'hai'mian'zhuang'xue'guan'liu 颅骨海绵状血管瘤
'lu'gu'jiao 鹿骨胶
'lu'gu'mian'gu'fen'li 颅骨面骨分离
'lu'gu'mo 颅骨膜
'lu'gu'qian'yin'qian 颅骨牵引钳
'lu'gu'que'sun 颅骨缺损
'lu'gu'sheng'zhang'xing'gu'zhe 颅骨生长性骨折
'lu'gu'xian'xing'gu'zhe 颅骨线形骨折
'lu'gu'xue'lian 鹿骨雪莲
'lu'gu'xue'lian'jiu 鹿骨雪莲酒
'lu'gua'duo'tai 鹿瓜多肽
'lu'gua'duo'tai'zhu'she'ye 鹿瓜多肽注射液
'lu'he'an'ji'suan 六合氨基酸
'lu'he'an'ji'suan'ke'li 六合氨基酸颗粒
'lu'he'an'ji'suan'zhu'she'ye 六合氨基酸注射液
'lu'he'ding'zhong 六合定中
'lu'he'ding'zhong'wan 六合定中丸
'lu'he'fen 六合粉
'lu'he'mian'wai'ke 颅颌面外科
'lu'he'wei'sheng'su 六合维生素
'lu'he'wei'sheng'su'wan 六合维生素丸
'lu'hua'wu 卤化物
'lu'hui 芦荟
'lu'hui'shu'zhi 芦荟树脂
'lu'hui'wan 芦荟丸
'lu'jia'jiao 颅甲角
'lu'jian 卤碱
'lu'jiao 鹿角
'lu'jiao'cai'dan'bai 鹿角菜蛋白
'lu'jiao'jiao 鹿角胶
'lu'jiao'jiao'ke'li 鹿角胶颗粒
'lu'jiao'shuang 鹿角霜
'lu'jin'zhuang'gu'jiu 鹿筋壮骨酒
'lu'jing'jiao'jie'chu'nao'mo'liu 颅颈交界处脑膜瘤
'lu'jing'pei'yuan'jiao'nang 鹿精培元胶囊
'lu'lian'ti 颅联体
'lu'lie 颅裂
'lu'lu'tong 路路通
'lu'lu'tong'yi'mu 路路通益母
'lu'lu'tong'yi'mu'gao 路路通益母膏
'lu'lu'tong'zhu'she'ye 路路通注射液
'lu'mei'ta'song'ruan'gao 卤美他松软膏
'lu'mi'song 卤米松
'lu'mi'song'dan'shui'he'wu 卤米松单水合物
'lu'mi'song'ru'gao 卤米松乳膏
'lu'mi'song'san'lv'sheng 卤米松三氯生
'lu'mi'song'san'lv'sheng'ru'gao 卤米松三氯生乳膏
'lu'mi'tong 路密痛
'lu'mi'tuo'pin 鲁米托品
'lu'mian'lie 颅面裂
'lu'mian'xing'tai 颅面形态
'lu'nan'bei'te 鲁南贝特
'lu'nan'li'kang 鲁南力康
'lu'nao'xian'tian'xing'ji'xing 颅脑先天性畸形
'lu'nei'chuang'shang'xing'dong'mai'liu 颅内创伤性动脉瘤
'lu'nei'dong'jing'mai'ji'xing 颅内动静脉畸形
'lu'nei'dong'mai'liu 颅内动脉瘤
'lu'nei'gan'ran 颅内感染
'lu'nei'gan'ran'xing'dong'mai'liu 颅内感染性动脉瘤
'lu'nei'hai'mian'zhuang'xue'guan'liu 颅内海绵状血管瘤
'lu'nei'jia'ceng'dong'mai'liu 颅内夹层动脉瘤
'lu'nei'jia'xing'dong'mai'liu 颅内假性动脉瘤
'lu'nei'jing'mai'ji'xing 颅内静脉畸形
'lu'nei'mao'xi'guan'kuo'zhang 颅内毛细管扩张
'lu'nei'xian'tian'xing'dong'mai'liu 颅内先天性动脉瘤
'lu'nei'xue'guan'ji'xing 颅内血管畸形
'lu'nei'ya'zeng'gao 颅内压增高
'lu'nei'yi'wu 颅内异物
'lu'nei'zhuan'yi'liu 颅内转移瘤
'lu'pu'luo'jin 卤普罗近
'lu'rong 鹿茸
'lu'rong'can'bian 鹿茸参鞭
'lu'rong'can'bian'jiu 鹿茸参鞭酒
'lu'rong'jiao 鹿茸胶
'lu'rong'jing 鹿茸精
'lu'rong'jing'zhu'she'ye 鹿茸精注射液
'lu'rong'ke'li 鹿蓉颗粒
'lu'rong'kou'fu'ye 鹿茸口服液
'lu'rong'pian 鹿茸片
'lu'rong'yang'shen 鹿茸洋参
'lu'rong'yang'shen'pian 鹿茸洋参片
'lu'sha'tan'jia'pian 芦沙坦钾片
'lu'shen 鹿肾
'lu'shi'run'zi 陆氏润字
'lu'shi'run'zi'wan 陆氏润字丸
'lu'shi'zhi 鲁氏酯
'lu'shou'an'shen 鹿首安神
'lu'shou'an'shen'ke'li 鹿首安神颗粒
'lu'shu 露疏
'lu'shui'cao 露水草
'lu'shui'cao'jiao'nang 露水草胶囊
'lu'si'ge 鹭鸶咯
'lu'si'ge'wan 鹭鸶咯丸
'lu'si'kai 路斯开
'lu'si'ke'wan 鹭鸶咳丸
'lu'sui 露髓
'lu'sun 芦笋
'lu'sun'bo'luo'dan'bai'mei 芦笋菠萝蛋白酶
'lu'sun'bo'luo'dan'bai'mei'jiao'nang 芦笋菠萝蛋白酶胶囊
'lu'sun'jiao'nang 芦笋胶囊
'lu'sun'ke'li 芦笋颗粒
'lu'sun'pian 芦笋片
'lu'suo'xiao'ti 卢梭小体
'lu'tai 鹿胎
'lu'tai'gao 鹿胎膏
'lu'tai'jiao'nang 鹿胎胶囊
'lu'tai'ke'li 鹿胎颗粒
'lu'tong'ning 颅痛宁
'lu'tong'ning'ke'li 颅痛宁颗粒
'lu'wai 颅外
'lu'wei 鹿尾
'lu'wei'bian'jiu 鹿尾鞭酒
'lu'wei'bu'shen 鹿尾补肾
'lu'wei'bu'shen'wan 鹿尾补肾丸
'lu'wei'fen 路维芬
'lu'wei'jiao'nang 芦芛胶囊
'lu'xia 颅狭
'lu'xian'bu'shen 鹿仙补肾
'lu'xian'bu'shen'kou'fu'ye 鹿仙补肾口服液
'lu'xian'bu'shen'pian 鹿仙补肾片
'lu'xian'cao 鹿衔草
'lu'xue 鹿血
'lu'yan'guan'liu 颅咽管瘤
'lu'yang'qiang'shen'jiao'nang 鹿阳强肾胶囊
'lu'yin'jian 路因碱
'lu'yin'xiao 露龈笑
'lu'ying 陆英
'lu'ying'ke'li 陆英颗粒
'lu'ying'pian 陆英片
'lu'ying'tang'jiang 陆英糖浆
'lu'you'tai 路优泰
'lu'zhong'wo'nao'mo'liu 颅中窝脑膜瘤
'lu'zhu'gen 芦竹根
'lu'zhu'kou'fu'ye 鹿珠口服液
'luan'an 卵鞍
'luan'chao'guan 卵巢冠
'luan'chao'sheng'zhang'yin'zi 卵巢生长因子
'luan'chao'su 卵巢素
'luan'chao'yi'zhi 卵巢移植
'luan'gao 卵睾
'luan'huang 卵黄
'luan'huang'dan'bai 卵黄蛋白
'luan'huang'dan'bai'yuan 卵黄蛋白原
'luan'huang'gao'lin'dan'bai 卵黄高磷蛋白
'luan'huang'guan 卵黄管
'luan'huang'lin'dan'bai 卵黄磷蛋白
'luan'huang'mo 卵黄膜
'luan'huang'nang 卵黄囊
'luan'huang'pei'ji 卵黄配基
'luan'huang'qiang 卵黄腔
'luan'huang'qiu 卵黄球
'luan'huang'sheng'cheng 卵黄生成
'luan'huang'shuan 卵黄栓
'luan'huang'zhi'dan'bai 卵黄脂蛋白
'luan'ju'qiu'dan'bai 卵巨球蛋白
'luan'jun'gang 卵菌纲
'luan'ke'dan'bai 卵壳蛋白
'luan'kong 卵孔
'luan'lie 卵裂
'luan'lin'zhi 卵磷脂
'luan'lin'zhi'luo'he'dian 卵磷脂络合碘
'luan'lin'zhi'pian 卵磷脂片
'luan'mo 卵膜
'luan'mu'xi'bao 卵母细胞
'luan'pao'qiang 卵泡腔
'luan'pei 卵配
'luan'qing 卵清
'luan'qing'dan'bai 卵清蛋白
'luan'qiu 卵丘
'luan'qiu'dan'bai 卵球蛋白
'luan'suo'xing'ban'hen 挛缩性瘢痕
'luan'xi'shou 卵吸收
'luan'yuan'kong 卵圆孔
'luan'yuan'wo 卵圆窝
'luan'yuan'xi'bao 卵原细胞
'luan'yun'tie'chuan'di'dan'bai 卵运铁传递蛋白
'luan'zhan'dan'bai 卵粘蛋白
'luan'zhen'ji'shu 乱真计数
'luan'zhi 卵质
'luan'zi'fa'sheng 卵子发生
'lun'chong'gang 轮虫纲
'lun'huan'teng'fen'jian 轮环藤酚碱
'lun'huan'teng'ning'jian 轮环藤宁碱
'lun'za'dai 轮匝带
'lun'zhuang'bing'du'mei'biao'zhen'duan'shi'ji'he 轮状病毒酶标诊断试剂盒
'lun'zhuang'bing'du'yi'miao 轮状病毒疫苗
'luo'ba'xin 萝巴新
'luo'bei'lin 洛贝林
'luo'bei'lin'zhu'she'ye 洛贝林注射液
'luo'bi'ka'yin 罗吡卡因
'luo'bo 洛铂
'luo'bo'hong 萝卜红
'luo'bo'xun'yi'wei 罗伯逊易位
'luo'bu'fu'ke'bi'ri'wan 罗补甫克比日丸
'luo'bu'ma 罗布麻
'luo'bu'ma'cha 罗布麻茶
'luo'bu'ma'jiang'ya 罗布麻降压
'luo'bu'ma'jiang'ya'pian 罗布麻降压片
'luo'bu'ma'jin'gao 罗布麻浸膏
'luo'bu'ma'ye 罗布麻叶
'luo'bu'ma'ye'ke'li 罗布麻叶颗粒
'luo'bu'ma'ye'pian 罗布麻叶片
'luo'bu'sang 洛布桑
'luo'bu'sang'jiao'nang 洛布桑胶囊
'luo'bu'sang'kou'fu'ye 洛布桑口服液
'luo'cai'jian 萝菜碱
'luo'dan'bai'mei 螺蛋白酶
'luo'dan'ming 罗丹明
'luo'de 络德
'luo'du'sha'an 洛度沙胺
'luo'du'sha'an'an'ding'san'chun 洛度沙胺氨丁三醇
'luo'du'sha'an'an'ding'san'chun'di'yan'ye 洛度沙胺氨丁三醇滴眼液
'luo'en 洛恩
'luo'fa'ta'ting 洛伐他汀
'luo'fa'ta'ting'fen'san'pian 洛伐他汀分散片
'luo'fa'ta'ting'jiao'nang 洛伐他汀胶囊
'luo'fa'ta'ting'ke'li 洛伐他汀颗粒
'luo'fa'ta'ting'pian 洛伐他汀片
'luo'fa'xin 洛法新
'luo'fei 洛菲
'luo'fei'xi'bu 罗非昔布
'luo'fei'xi'bu'pian 罗非昔布片
'luo'fei'xi'ding 洛非西定
'luo'fei'xi'ding'pian 洛非西定片
'luo'fen'dai'yin 洛芬待因
'luo'fen'dai'yin'huan'shi'pian 洛芬待因缓释片
'luo'fen'dai'yin'pian 洛芬待因片
'luo'fen'pu'xin'na'min 洛芬葡锌那敏
'luo'fen'pu'xin'na'min'pian 洛芬葡锌那敏片
'luo'fen'rui'huang'yang'jian 螺粉蕊黄杨碱
'luo'fen'tai'ni 洛芬太尼
'luo'fen'wei'ma'pian 洛芬伪麻片
'luo'fu 洛芙
'luo'fu'mu 萝芙木
'luo'fu'mu'pian 萝芙木片
'luo'fu'shan'bai'cao'you 罗浮山百草油
'luo'fu'shan'feng'shi 罗浮山风湿
'luo'fu'shan'feng'shi'gao'yao 罗浮山风湿膏药
'luo'fu'shan'liang'cha 罗浮山凉茶
'luo'fu'shan'liang'cha'ke'li 罗浮山凉茶颗粒
'luo'gai'quan 罗盖全
'luo'gai'quan'jiao'wan 罗盖全胶丸
'luo'ge'lie'tong 罗格列酮
'luo'ge'lie'tong'na 罗格列酮钠
'luo'ge'lie'tong'na'pian 罗格列酮钠片
'luo'ge'lie'tong'pian 罗格列酮片
'luo'guan'jian 络贯健
'luo'han'cha'hua'zhuo'ke'li 罗汉茶化浊颗粒
'luo'han'guo 罗汉果
'luo'han'guo'cha 罗汉果茶
'luo'han'guo'ju'hua'ke'li 罗汉果菊花颗粒
'luo'han'guo'yin'hua 罗汉果银花
'luo'han'guo'yin'hua'han'pian 罗汉果银花含片
'luo'han'guo'yu'zhu 罗汉果玉竹
'luo'han'guo'yu'zhu'ke'li 罗汉果玉竹颗粒
'luo'han'guo'zhi'ke 罗汉果止咳
'luo'han'guo'zhi'ke'gao 罗汉果止咳膏
'luo'han'guo'zhi'ke'pian 罗汉果止咳片
'luo'han'guo'zhi'ke'tang'jiang 罗汉果止咳糖浆
'luo'han'song'suan 罗汉松酸
'luo'he'dian 络合碘
'luo'hong'mei'su 罗红霉素
'luo'hong'mei'su'fen'san'pian 罗红霉素分散片
'luo'hong'mei'su'gan'hun'xuan'ji 罗红霉素干混悬剂
'luo'hong'mei'su'huan'shi'pian 罗红霉素缓释片
'luo'hong'mei'su'jiao'nang 罗红霉素胶囊
'luo'hong'mei'su'ke'li 罗红霉素颗粒
'luo'hong'mei'su'pian 罗红霉素片
'luo'hua'can 落花参
'luo'hua'can'pian 落花参片
'luo'hua'zi'zhu 裸花紫珠
'luo'hua'zi'zhu'jiao'nang 裸花紫珠胶囊
'luo'hua'zi'zhu'kou'fu'ye 裸花紫珠口服液
'luo'hua'zi'zhu'pian 裸花紫珠片
'luo'hua'zi'zhu'shuan 裸花紫珠栓
'luo'huang'jiang'ya 罗黄降压
'luo'huang'jiang'ya'pian 罗黄降压片
'luo'huo'xi 络活喜
'luo'ji 洛吉
'luo'ji'ji 逻辑机
'luo'ji'jiang'ya 罗己降压
'luo'ji'jiang'ya'pian 罗己降压片
'luo'jun 螺菌
'luo'ka 洛卡
'luo'kai 洛凯
'luo'ke 洛珂
'luo'ke'jian 洛柯碱
'luo'ke'lin'yao'he 洛克林药盒
'luo'ke'man 罗可曼
'luo'ke'shi'ye 洛克氏液
'luo'ke'yin 洛柯因
'luo'ku'xiu'an 罗库溴铵
'luo'ku'xiu'an'zhu'she'ye 罗库溴铵注射液
'luo'kui 落葵
'luo'lan'duo'gu'zhe 罗兰多骨折
'luo'lan'si 罗兰丝
'luo'le'xi 罗勒烯
'luo'le'xi'tong 罗勒烯酮
'luo'li'sa 罗立萨
'luo'li'xing'pi'fu'jie'he 瘰疬性皮肤结核
'luo'li'xing'tai'xian 瘰疬性苔藓
'luo'lin'kang 罗霖康
'luo'mai'chun'rong'dan'bai 裸麦醇溶蛋白
'luo'mai'jiao'jian 裸麦角碱
'luo'mai'jiao'jun'jian 裸麦角菌碱
'luo'mai'xin 罗迈新
'luo'mei'kang 洛美康
'luo'mei'le 罗每乐
'luo'mei'sha'xing 洛美沙星
'luo'mei'sha'xing'di'er'ye 洛美沙星滴耳液
'luo'mei'sha'xing'di'yan'ye 洛美沙星滴眼液
'luo'mei'sha'xing'jiao'nang 洛美沙星胶囊
'luo'mei'sha'xing'ke'li 洛美沙星颗粒
'luo'mei'sha'xing'pian 洛美沙星片
'luo'mei'sha'xing'ru'gao 洛美沙星乳膏
'luo'mei'sha'xing'zhu'she'ye 洛美沙星注射液
'luo'mi'ke'si 洛米克思
'luo'mo'dan'bai 萝藦蛋白
'luo'mo'dan'bai'mei 萝藦蛋白酶
'luo'mo'mi'ning 箩摩米宁
'luo'mo'si'ting 洛莫司汀
'luo'mo'si'ting'jiao'nang 洛莫司汀胶囊
'luo'mo'suan 萝藦酸
'luo'nei'zhi 螺内酯
'luo'nei'zhi'jiao'nang 螺内酯胶囊
'luo'nei'zhi'pian 螺内酯片
'luo'nei'zhi'sai'qin 螺内酯噻嗪
'luo'ni 罗尼
'luo'pai'ding'an 洛哌丁胺
'luo'pai'ding'an'jiao'nang 洛哌丁胺胶囊
'luo'pai'ding'an'ke'li 洛哌丁胺颗粒
'luo'pai'ding'an'pian 洛哌丁胺片
'luo'pai'ka'yin 罗哌卡因
'luo'pai'ka'yin'zhu'she'ye 罗哌卡因注射液
'luo'pu'jia 洛普佳
'luo'pu'li 螺普利
'luo'pu'xin 洛普欣
'luo'pu'xing 洛普星
'luo'qi'ka'huan 罗奇卡环
'luo'qing 洛庆
'luo'qu 洛屈
'luo'rao'su 罗荛愫
'luo'sai'ke 洛赛克
'luo'sai'ke 洛塞克
'luo'sai'ke'jiao'nang 洛赛克胶囊
'luo'sai'qin 罗塞秦
'luo'sha'mi'xing 罗沙米星
'luo'sha'mi'xing'lin'suan'na 罗沙米星磷酸钠
'luo'sha'ping 洛沙平
'luo'shi'fen 罗氏芬
'luo'shi'teng 络石藤
'luo'shi'yan 罗氏盐
'luo'shu 裸鼠
'luo'si'bao 洛斯宝
'luo'suo'luo'fen 洛索洛芬
'luo'suo'luo'fen'na 洛索洛芬钠
'luo'suo'luo'fen'na'jiao'nang 洛索洛芬钠胶囊
'luo'suo'luo'fen'na'ke'li 洛索洛芬钠颗粒
'luo'suo'luo'fen'na'pian 洛索洛芬钠片
'luo'ta'mei'su 罗他霉素
'luo'tai 络泰
'luo'teng'an'shen 萝藤安神
'luo'teng'an'shen'pian 萝藤安神片
'luo'ting 洛亭
'luo'ting'xin 洛汀新
'luo'tong 络通
'luo'tong'ding 络通酊
'luo'tong'ding 罗通定
'luo'tong'ding 罗痛定
'luo'tong'ding'pian 罗痛定片
'luo'tong'ding'zhu'she'ye 罗痛定注射液
'luo'tuo'peng'jian 骆驼篷碱
'luo'tuo'peng'jian'pian 骆驼蓬碱片
'luo'wei 洛威
'luo'wei'ke 洛伟克
'luo'wen'dao'guan 螺纹导管
'luo'wo'ke 洛沃克
'luo'xi 洛希
'luo'xi'bao 裸细胞
'luo'xi'wei'lin 罗西维林
'luo'xin 洛欣
'luo'xin'ning 络欣宁
'luo'xin'ping 络欣平
'luo'xin'wei 罗欣威
'luo'xuan'ban 螺旋瓣
'luo'xuan'bu 螺旋部
'luo'xuan'gu'zhe 螺旋骨折
'luo'xuan'jie'gou 螺旋结构
'luo'xuan'juan'qu'zhuan'bian 螺旋卷曲转变
'luo'xuan'jun 螺旋菌
'luo'xuan'mei'su 螺旋霉素
'luo'xuan'mei'su'jiao'nang 螺旋霉素胶囊
'luo'xuan'mei'su'pian 螺旋霉素片
'luo'xuan'nei'zhi'gu'chun 螺旋内酯固醇
'luo'xuan'shi'sao'miao 螺旋式扫描
'luo'xuan'song'jie'dan'bai 螺旋松解蛋白
'luo'xuan'ti 螺旋体
'luo'xuan'zao 螺旋藻
'luo'xuan'zao'jiao'nang 螺旋藻胶囊
'luo'xuan'zao'pian 螺旋藻片
'luo'xuan'zhi'ti 螺旋质体
'luo'xuan'zhong'zhi'ti 螺旋种植体
'luo'xue'hong'dan'bai 螺血红蛋白
'luo'ya 洛雅
'luo'ye'xing'tian'pao'chuang 落叶型天疱疮
'luo'yi 洛意
'luo'yin 罗音
'luo'yu'tong 络瘀通
'luo'yu'tong'jiao'nang 络瘀通胶囊
'luo'zao'tong 裸藻酮
'luo'zhen 罗珍
'luo'zhen'jiao'nang 罗珍胶囊
'lv'an 氯胺
'lv'an'tong 氯胺酮
'lv'an'tong'zhu'she'ye 氯胺酮注射液
'lv'ba'zhan 氯巴占
'lv'bei'ding'zhi 氯贝丁酯
'lv'bei'ding'zhi'jiao'nang 氯贝丁酯胶囊
'lv'bei'suan'gai 氯贝酸钙
'lv'bei'suan'lv 氯贝酸铝
'lv'bei'suan'lv'pian 氯贝酸铝片
'lv'bei'ta'suo 氯倍他索
'lv'ben'bing'sai'qin 氯苯并噻嗪
'lv'ben'da'nuo 氯苯达诺
'lv'ben'gan'mi 氯苯甘醚
'lv'ben'gan'mi'an'zhi 氯苯甘醚氨酯
'lv'ben'na'min 氯苯那敏
'lv'ben'na'min'di'wan 氯苯那敏滴丸
'lv'ben'na'min'huan'shi'jiao'nang 氯苯那敏缓释胶囊
'lv'ben'na'min'pian 氯苯那敏片
'lv'ben'na'min'shuang 氯苯那敏霜
'lv'ben'na'min'zhu'she'ye 氯苯那敏注射液
'lv'bi'ge'lei 氯吡格雷
'lv'bi'la'min 氯吡拉敏
'lv'bi'lin 氯吡林
'lv'bing'mi'qin 氯丙咪嗪
'lv'bing'mi'qin'pian 氯丙咪嗪片
'lv'bing'mi'zhu'she'ye 氯丙咪注射液
'lv'bing'na'lin 氯丙那林
'lv'bing'na'lin'pian 氯丙那林片
'lv'bing'qin 氯丙嗪
'lv'bing'qin'pian 氯丙嗪片
'lv'bing'qin'yi'bing'qin'zhu'she'ye 氯丙嗪异丙嗪注射液
'lv'bing'qin'zhu'she'ye 氯丙嗪注射液
'lv'bo'bi'li 氯波必利
'lv'bo'bi'li'pian 氯波必利片
'lv'bu'xue'jiao'nang 驴补血胶囊
'lv'cao 葎草
'lv'cao'xiang'ku'tong 葎草香苦酮
'lv'ci'guan 铝瓷冠
'lv'cu'jia'dan'jian 氯醋甲胆碱
'lv'da'xiang'dou'su 氯达香豆素
'lv'dan'ping 氯氮平
'lv'dan'ping'pian 氯氮平片
'lv'dan'zhuo 氯氮卓
'lv'dan'zhuo'pian 氯氮卓片
'lv'di'yun'tong 氯地孕酮
'lv'dian'kui'lin 氯碘喹啉
'lv'dian'kui'lin'ru'gao 氯碘喹啉乳膏
'lv'dian'qiang'kui 氯碘羟喹
'lv'dian'qiang'kui'ru'gao 氯碘羟喹乳膏
'lv'ding'fang 律定方
'lv'ding'ti'nuo 氯丁替诺
'lv'e'dian'she 绿萼点舌
'lv'e'dian'she'wan 绿萼点舌丸
'lv'e'mei 绿萼梅
'lv'e'zuo'lun 氯噁唑伦
'lv'fa'qi'ming 氯法齐明
'lv'fa'qi'ming'jiao'wan 氯法齐明胶丸
'lv'fa'qi'ming'ruan'jiao'nang 氯法齐明软胶囊
'lv'fang 氯仿
'lv'fang'ya'jiao 氯仿牙胶
'lv'fei'na'an 氯非那胺
'lv'fen'dai'yin 氯芬待因
'lv'fen'dai'yin'fu'fang'pian 氯芬待因复方片
'lv'fen'dai'yin'fu'fang'pian 氯酚待因复方片
'lv'fen'dai'yin'pian 氯芬待因片
'lv'fen'huang'min 氯芬黄敏
'lv'fen'huang'min'pian 氯芬黄敏片
'lv'fen'na'suan 氯芬那酸
'lv'fen'na'suan'pian 氯芬那酸片
'lv'fu'shu'song 氯氟舒松
'lv'fu'shu'song'ruan'gao 氯氟舒松软膏
'lv'fu'shu'song'tu'ji 氯氟舒松涂剂
'lv'fu'zhuo'yi'zhi 氯氟卓乙酯
'lv'gao'tie'xue'hong'su 氯高铁血红素
'lv'gao'tie'yuan'bu'lin 氯高铁原卟啉
'lv'gua 氯胍
'lv'guo'fen'shu 滤过分数
'lv'guo'xing'shui'rong'xing 滤过性水溶性
'lv'hua'an 氯化铵
'lv'hua'an'gan'cao'kou'fu'ye 氯化铵甘草口服液
'lv'hua'an'gong 氯化氨汞
'lv'hua'an'ji'gong'ruan'gao 氯化铵基汞软膏
'lv'hua'an'ji'gong'ruan'gao 氯化氨基汞软膏
'lv'hua'an'pian 氯化铵片
'lv'hua'an'rong'ye 氯化铵溶液
'lv'hua'ba'ma'ting 氯化巴马汀
'lv'hua'dan'jian 氯化胆碱
'lv'hua'dao'ti'hu'jian 绿花倒提壶碱
'lv'hua'gai 氯化钙
'lv'hua'gai'xiu'hua'na 氯化钙溴化钠
'lv'hua'gai'xiu'hua'na'zhu'she'ye 氯化钙溴化钠注射液
'lv'hua'gai'zhu'she'ye 氯化钙注射液
'lv'hua'gan'niao 氯化甘脲
'lv'hua'gu 氯化钴
'lv'hua'hu'po'dan'jian 氯化琥珀胆碱
'lv'hua'hu'po'dan'jian'zhu'she'ye 氯化琥珀胆碱注射液
'lv'hua'jia 氯化钾
'lv'hua'jia'huan'shi'pian 氯化钾缓释片
'lv'hua'jia'huan'wu'sai'qin 氯化钾环戊噻嗪
'lv'hua'jia'huan'wu'sai'qin'huan'shi'pian 氯化钾环戊噻嗪缓释片
'lv'hua'jia'ke'li 氯化钾颗粒
'lv'hua'jia'kong'shi'pian 氯化钾控释片
'lv'hua'jia'lv'hua'na'zhu'she'ye 氯化钾氯化钠注射液
'lv'hua'jia'pian 氯化钾片
'lv'hua'jia'pu'tao'tang 氯化钾葡萄糖
'lv'hua'jia'pu'tao'tang'zhu'she'ye 氯化钾葡萄糖注射液
'lv'hua'jia'rong'ye 氯化钾溶液
'lv'hua'jia'zhu'she'ye 氯化钾注射液
'lv'hua'liu'an 氯化硫胺
'lv'hua'mei 氯化镁
'lv'hua'mei'si'shui'he'wu 氯化镁四水合物
'lv'hua'na 氯化钠
'lv'hua'na'di'yan'ye 氯化钠滴眼液
'lv'hua'na'fei'ruan'dai'dan'guan'dan'sai 氯化钠非软袋单管单塞
'lv'hua'na'fei'ruan'dai'shuang'guan'shuang'sai 氯化钠非软袋双管双塞
'lv'hua'na'rong'ye 氯化钠溶液
'lv'hua'na'ruan'dai'shuang'guan'shuang'sai 氯化钠软袋双管双塞
'lv'hua'na'su'liao'ping 氯化钠塑料瓶
'lv'hua'na'zhu'she'ye 氯化钠注射液
'lv'hua'rong'jun'mei 氯化溶菌酶
'lv'hua'se 氯化铯
'lv'hua'tong'jian'du'jian 氯化筒箭毒碱
'lv'hua'tong'jian'du'jian'zhu'she'ye 氯化筒箭毒碱注射液
'lv'hua'wu'jian'cha'fa 氯化物检查法
'lv'hua'xin 氯化锌
'lv'hua'xue'hong'su 氯化血红素
'lv'hua'ya'gong 氯化亚汞
'lv'hua'ya'ta'zhu'she'ye 氯化亚铊注射液
'lv'hua'ya'xi'dong'gan'pin 氯化亚锡冻干品
'lv'huan'li'qin 氯环利嗪
'lv'huan'li'qin'pian 氯环利嗪片
'lv'huan'li'qin'ru'gao 氯环利嗪乳膏
'lv'huang'bing'niao 氯磺丙脲
'lv'huang'bing'niao'pian 氯磺丙脲片
'lv'ji'ding 氯己定
'lv'ji'ding'ben'zuo'ka'yin 氯己定苯佐卡因
'lv'ji'ding'ben'zuo'ka'yin'han'pian 氯己定苯佐卡因含片
'lv'ji'ding'dian 氯己定碘
'lv'ji'ding'han'shu'ji 氯己定含漱剂
'lv'ji'ding'han'shu'ye 氯己定含漱液
'lv'ji'ding'jia'xiao'zuo'ru'gao 氯己定甲硝唑乳膏
'lv'ji'ding'rong'ye 氯己啶溶液
'lv'ji'ding'rong'ye 氯己定溶液
'lv'ji'ding'ruan'gao 氯己定软膏
'lv'ji'ding'shuan 氯己定栓
'lv'ji'ding'tie 氯己定贴
'lv'ji'ding'tie'gao 氯己定贴膏
'lv'ji'ding'zhi'chuang'shuan 氯己定痔疮栓
'lv'ji'ke'chuan 绿及咳喘
'lv'ji'ke'chuan'ke'li 绿及咳喘颗粒
'lv'ji'wan 氯己烷
'lv'jia'huan'suan'jiao'nang 氯甲环酸胶囊
'lv'jia'tong 氯甲酮
'lv'jia'xi'pan 氯甲西泮
'lv'jiao'bu'xue 驴胶补血
'lv'jiao'bu'xue'ke'li 驴胶补血颗粒
'lv'jiao'mei'wu'tang 绿胶霉戊糖
'lv'jie'lin'ding 氯解磷定
'lv'jie'lin'ding'zhu'she'ye 氯解磷定注射液
'lv'ka'gan'pian 氯咖甘片
'lv'ka'huang'min'jiao'nang 氯咖黄敏胶囊
'lv'ka'huang'min'pian 氯咖黄敏片
'lv'ka'ma 氯卡麻
'lv'ke 律克
'lv'kui 氯喹
'lv'kui 氯奎
