# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-10
---
'f'yi FⅠ
'rong'ji'lei'jie'chu'xing'pi'yan 溶剂类接触性皮炎
'rong'ji'rong'rong'fa 溶剂熔融法
'rong'ji'ti'qu 溶剂提取
'rong'ji'zai'xian'ji'shu 容积再现技术
'rong'jiao'ji 溶胶剂
'rong'jiao'ning'jiao'zhuan'huan 溶胶凝胶转换
'rong'jiao'yuan'xian'wei'mei 溶胶原纤维酶
'rong'jie'du'can'shu 溶解度参数
'rong'jie'du'xiao 溶解度小
'rong'jie'kuo'san 溶解扩散
'rong'jie'xing'huai'si 溶解性坏死
'rong'jing'zhuang'ti'xing'qing'guang'yan 溶晶状体性青光眼
'rong'jun'mei 溶菌酶
'rong'jun'mei'ce'ding 溶菌酶测定
'rong'jun'mei'chang'rong'pian 溶菌酶肠溶片
'rong'jun'mei'han'pian 溶菌酶含片
'rong'jun'mei'kou'han'pian 溶菌酶口含片
'rong'jun'mei'kou'qiang'yao'mo 溶菌酶口腔药膜
'rong'lian'jun'zhi'ji 溶链菌制剂
'rong'liang'gan'shou'qi 容量感受器
'rong'liang'xue'guan 容量血管
'rong'mao'er'chang 容貌耳长
'rong'mao'er'kuan 容貌耳宽
'rong'mao'mo'ai'ban'you'ji'tai'liu 绒毛膜癌伴有畸胎瘤
'rong'mao'mo'cu'xing'xian'ji'su 绒毛膜促性腺激素
'rong'mao'mo'shang'pi'ai 绒毛膜上皮癌
'rong'mao'que'xian 容貌缺陷
'rong'mao'que'xian'gan 容貌缺陷感
'rong'mao'shou'suo'su 绒毛收缩素
'rong'mao'xi'qu 绒毛吸取
'rong'mao'zhuang'xian'ai 绒毛状腺癌
'rong'mao'zhuang'xian'liu 绒毛状腺瘤
'rong'mei'jie'jing'fen'zhen'ji 溶媒结晶粉针剂
'rong'mei'ti'zhu'ji'zheng 溶酶体贮积症
'rong'mei'xiao'qiu'jun'di'wu 溶酶小球菌底物
'rong'min'ke'li 榕敏颗粒
'rong'mo'yang'mo'yan 绒膜羊膜炎
'rong'qi'bu'shen'jian'pi'cha 茸杞补肾健脾茶
'rong'qi'can'jiao'nang 蓉杞参胶囊
'rong'qi'yi'shen'kou'fu'ye 茸芪益肾口服液
'rong'rong'bu'shen 茸蓉补肾
'rong'rong'bu'shen'kou'fu'ye 茸蓉补肾口服液
'rong'rong'fa 熔融法
'rong'rong'yun'hua'fa 熔融匀化法
'rong'sheng'jing'bing 蓉生静丙
'rong'sheng'yi'pu 蓉生逸普
'rong'shi'jiao'nang 溶石胶囊
'rong'shu'kou'fu'ye 茸术口服液
'rong'shuan'dao'guan 溶栓导管
'rong'shuan'jiao'nang 溶栓胶囊
'rong'shuan'nao'tong 溶栓脑通
'rong'shuan'nao'tong'jiao'nang 溶栓脑通胶囊
'rong'tan'xing'xian'wei'mei 溶弹性纤维酶
'rong'wei'liu'xing 荣卫流行
'rong'wei'xue'qi 荣卫血气
'rong'xi'bao'su 溶细胞素
'rong'xi'bao'xing 溶细胞性
'rong'xian'kou'fu'ye 蓉仙口服液
'rong'xiao'de'sheng'pian 榕消得生片
'rong'xin'wan'da'mi'wan 荣心丸大蜜丸
'rong'xu'ji'liang 容许剂量
'rong'xue'an'shen 茸血安神
'rong'xue'an'shen'wan 茸血安神丸
'rong'xue'bu'nao 茸血补脑
'rong'xue'bu'nao'ye 茸血补脑液
'rong'xue'bu'ti'liang 溶血补体量
'rong'xue'bu'xin'wan 茸血补心丸
'rong'xue'fa 溶血法
'rong'xue'niao'du'zheng'xing'zong'he'zheng 溶血尿毒症性综合症
'rong'xue'shi'ban'shi'yan 溶血蚀斑试验
'rong'xue'su 溶血素
'rong'xue'xing'huang'dan 溶血性黄疸
'rong'xue'xing'ji'xie'xing'pin'xue 溶血性机械性贫血
'rong'xue'xing'lian'qiu'jun'xing'huai'ju 溶血性链球菌性坏疽
'rong'xue'xing'pin'xue 溶血性贫血
'rong'xue'zhi'shu 溶血指数
'rong'xue'zuo'yong 溶血作用
'rong'ye'ji'lei 溶液剂类
'rong'ye'pei'yang 溶液培养
'rong'ye'pian 溶液片
'rong'ye'xing 溶液型
'rong'ye'xing'pen'wu'ji 溶液型喷雾剂
'rong'yi'cuo'shang'zong'he'zheng 容易挫伤综合症
'rong'yu'bu'shen'kou'fu'ye 茸萸补肾口服液
'rong'yuan'jiao'nang 荣元胶囊
'rong'zhan'ceng'xi'bao 绒毡层细胞
'rong'zhi'xing'li'niao 溶质性利尿
'rong'zhi'yi'shen'kou'fu'ye 蓉芝益肾口服液
'rong'zu'zhi'a'mi'ba 溶组织阿米巴
'rou'bao'zi'chong'bing 肉孢子虫病
'rou'cong'rong 肉苁蓉
'rou'cong'rong'guan'hua'rou'cong'rong 肉苁蓉管花肉苁蓉
'rou'dou'kou 肉豆蔻
'rou'dou'kou'suan'yi'bing'zhi 肉豆蔻酸异丙酯
'rou'dou'kou'you 肉豆蔻油
'rou'du'du'su 肉毒毒素
'rou'du'gan'jun 肉毒杆菌
'rou'du'gan'jun'su'yan'wai'ji'zhu'she 肉毒杆菌素眼外肌注射
'rou'du'kang'du'su 肉毒抗毒素
'rou'du'zhong'du 肉毒中毒
'rou'gan'jian'pi'kou'fu'ye 柔肝健脾口服液
'rou'gan'jie'du 柔肝解毒
'rou'gan'jie'du'kou'fu'ye 柔肝解毒口服液
'rou'gan'shun'qi 柔肝顺气
'rou'gan'shun'qi'wan 柔肝顺气丸
'rou'gui'ye 肉桂叶
'rou'guo'si'shen 肉果四神
'rou'hong'mei'su 柔红霉素
'rou'jing'zhi'wu 肉茎植物
'rou'kou'si'shen 肉蔻四神
'rou'kou'si'shen'wan 肉蔻四神丸
'rou'kou'wu'mei'si'ban'xu 肉蔻五昧四般须
'rou'kou'wu'wei 肉蔻五味
'rou'kou'wu'wei'wan 肉蔻五味丸
'rou'kou'wu'wei'wan'za'di 肉蔻五味丸匝迪
'rou'kou'wu'wei'wan'za'di'shui'wan 肉蔻五味丸匝迪水丸
'rou'liu'bing'zhuan'yi'xing'rou'liu 肉瘤病转移性肉瘤
'rou'liu'peng'san'suan 鞣柳硼三酸
'rou'liu'peng'san'suan'san 鞣柳硼三酸散
'rou'liu'yang'bing 肉瘤样病
'rou'lun'feng're'zheng 肉轮风热证
'rou'lun'qi'xu'zheng 肉轮气虚证
'rou'lun're'zu'xue'yu'zheng 肉轮热阻血瘀证
'rou'lun'shi're'zheng 肉轮湿热证
'rou'nao'ji'mo'bing 柔脑脊膜病
'rou'nao'mo'yan'man'xing'chu'xue'xing 柔脑膜炎慢性出血性
'rou'ni'gen 肉泥根
'rou'nie'an'mo'fa 揉捏按摩法
'rou'suan'dan'bai 鞣酸蛋白
'rou'suan'dan'bai'jiao'mu'san 鞣酸蛋白酵母散
'rou'suan'dan'bai'pian 鞣酸蛋白片
'rou'suan'dan'bai'san 鞣酸蛋白散
'rou'suan'jia'ya'su 鞣酸加压素
'rou'suan'jia'ya'su'zhu'she'ye 鞣酸加压素注射液
'rou'suan'ku'shen'jian 鞣酸苦参碱
'rou'suan'ku'shen'jian'jiao'nang 鞣酸苦参碱胶囊
'rou'suan'ku'shen'jian'pian 鞣酸苦参碱片
'rou'suan'lv'li'an 鞣酸绿黎安
'rou'suan'ruan'gao 鞣酸软膏
'rou'suan'ruan'gao'nan'ping'shi'yi 鞣酸软膏南平市一
'rou'suan'xiao'bo'jian 鞣酸小檗碱
'rou'suan'xiao'bo'jian'mo 鞣酸小檗碱膜
'rou'suan'xiao'bo'jian'pian 鞣酸小檗碱片
'rou'tang'qiong'zhi'gan'fen 肉汤琼脂干粉
'rou'wu'rong 肉巫蓉
'rou'ya'xing'cheng 肉芽形成
'rou'ya'xing'gu'mo'yan 肉芽性鼓膜炎
'rou'ya'xing'gu'yan 肉芽性骨炎
'rou'ya'zhong 肉芽肿
'rou'ya'zhong'bing 肉芽肿病
'rou'ya'zhong'jia'mo'gan'jun 肉芽肿荚膜杆菌
'rou'ya'zhong'sun'hai 肉芽肿损害
'rou'ya'zhong'xing 肉芽肿型
'rou'ya'zhong'xing'bang'zhuang'gan'jun 肉芽肿性棒状杆菌
'rou'ya'zhong'xing'bi'yan 肉芽肿性鼻炎
'rou'ya'zhong'xing'chun'yan 肉芽肿性唇炎
'rou'ya'zhong'xing'fu'mo'yan 肉芽肿性腹膜炎
'rou'ya'zhong'xing'gong'mo'yan 肉芽肿性巩膜炎
'rou'ya'zhong'xing'hong'mo'jie'zhuang'ti'yan 肉芽肿性虹膜睫状体炎
'rou'ya'zhong'xing'jie'chang'yan 肉芽肿性结肠炎
'rou'ya'zhong'xing'jiu'zha'bi 肉芽肿性酒渣鼻
'rou'ya'zhong'xing'ju'chun'yan 肉芽肿性巨唇炎
'rou'ya'zhong'xing'pi'zhen'jun'bing 肉芽肿性皮真菌病
'rou'ya'zhong'xing'pu'tao'mo'yan 肉芽肿型葡萄膜炎
'rou'ya'zhong'xing'qian'lie'xian'yan 肉芽肿性前列腺炎
'rou'ya'zhong'xing'se'su'mo'yan 肉芽肿性色素膜炎
'rou'ya'zhong'xing'shi'guan'yan 肉芽肿性食管炎
'rou'ya'zhong'xing'wei'yan 肉芽肿性胃炎
'rou'ya'zhong'xing'ya'yin'liu 肉芽肿性牙龈瘤
'rou'ya'zhong'xing'yan 肉芽肿性炎
'rou'ya'zhong'xing'yin'liu'qie'chu 肉芽肿性龈瘤切除
'rou'ya'zu'zhi 肉芽组织
'rou'yang'tai'kuai 肉样胎块
'ru'an'jiao'nang 乳安胶囊
'ru'an'san'jie'jiao'nang 乳安散结胶囊
'ru'bai'xiang'qing 乳白香青
'ru'bai'xing'tu'bian 乳白型突变
'ru'bi'ning'ke'li 乳必宁颗粒
'ru'bing'jiao'nang 乳病胶囊
'ru'chuang'ding'fu'yi 褥疮酊附一
'ru'chuang'kui'yang 褥疮溃疡
'ru'ci'ke'zuo'cang'sheng'da'yi 如此可做苍生大医
'ru'dao'guan'kuo'zhang'shu 乳导管扩张术
'ru'dong'bo 蠕动波
'ru'dong'guo'qiang 蠕动过强
'ru'er'gan'yan'zong'he'zheng 乳儿肝炎综合症
'ru'fang'bu'fen'qie'chu'shu 乳房部分切除术
'ru'fang'bu'lou'zheng 乳房部漏证
'ru'fang'bu'wei'tan'xing'xian'wei'zhi 乳房部位弹性纤维痣
'ru'fang'cheng'xing'shu 乳房成形术
'ru'fang'chong'jian'shu 乳房重建术
'ru'fang'chong'xue 乳房充血
'ru'fang'chou'xi'shu 乳房抽吸术
'ru'fang'ci'quan'qie'chu'shu 乳房次全切除术
'ru'fang'cuo'shang 乳房挫伤
'ru'fang'dai'di'pi'ban'yi'zhi'shu 乳房带蒂皮瓣移植术
'ru'fang'dao'guan'yuan'wei'ai 乳房导管原位癌
'ru'fang'e'xing'zhong'liu'jia'zu'shi 乳房恶性肿瘤家族史
'ru'fang'fa'yu'bu'liang 乳房发育不良
'ru'fang'fei'da 乳房肥大
'ru'fang'fen'mi'xing'ai 乳房分泌性癌
'ru'fang'gai'liang'gen'zhi'shu 乳房改良根治术
'ru'fang'gen'zhi'shu 乳房根治术
'ru'fang'gu'ding'shu 乳房固定术
'ru'fang'guan'dui'bi'ji'zao'ying 乳房管对比剂造影
'ru'fang'guo'da 乳房过大
'ru'fang'guo'xiao 乳房过小
'ru'fang'hou'tian'xing'que'shi 乳房后天性缺失
'ru'fang'huo'jian'shu 乳房活检术
'ru'fang'ji'ban'yi'zhi'shu 乳房肌瓣移植术
'ru'fang'ji'huan 乳房疾患
'ru'fang'ji'xing 乳房畸形
'ru'fang'jia'ti 乳房假体
'ru'fang'jia'ti'zhi'ru 乳房假体植入
'ru'fang'jiao'jie'e'xing'zhong'liu 乳房交界恶性肿瘤
'ru'fang'kai'fang'xing'shang'kou 乳房开放性伤口
'ru'fang'kui'yang 乳房溃疡
'ru'fang'kuo'da'gen'zhi'shu 乳房扩大根治术
'ru'fang'liang'xing'zhong'liu 乳房良性肿瘤
'ru'fang'lie'shang'feng'he'shu 乳房裂伤缝合术
'ru'fang'lou'dao'qie'chu'shu 乳房瘘道切除术
'ru'fang'mei'rong'shu 乳房美容术
'ru'fang'nei'lin'ba'jie'qie'chu'shu 乳房内淋巴结切除术
'ru'fang'nong'zhong 乳房脓肿
'ru'fang'pi'fu'e'xing'hei'se'su'liu 乳房皮肤恶性黑色素瘤
'ru'fang'pi'fu'e'xing'zhong'liu 乳房皮肤恶性肿瘤
'ru'fang'pi'fu'hei'se'su'xi'bao'zhi 乳房皮肤黑色素细胞痣
'ru'fang'pi'fu'liang'xing'zhong'liu 乳房皮肤良性肿瘤
'ru'fang'pi'fu'yuan'wei'ai 乳房皮肤原位癌
'ru'fang'pi'xia'qie'chu'shu 乳房皮下切除术
'ru'fang'qi'ta'yuan'wei'ai 乳房其他原位癌
'ru'fang'qie'chu'shu 乳房切除术
'ru'fang'qie'kai'shu 乳房切开术
'ru'fang'qie'kai'yin'liu'shu 乳房切开引流术
'ru'fang'quan'ceng'pi'pian'yi'zhi'shu 乳房全层皮片移植术
'ru'fang'quan'qie'chu'shu 乳房全切除术
'ru'fang'que'ru 乳房缺如
'ru'fang're'ying'xiang'tu 乳房热影象图
'ru'fang'shang'nei'xiang'xian'e'xing'zhong'liu 乳房上内象限恶性肿瘤
'ru'fang'shang'wai'xiang'xian'e'xing'zhong'liu 乳房上外象限恶性肿瘤
'ru'fang'shi'zhen 乳房湿疹
'ru'fang'shou'fa'jian'cha 乳房手法检查
'ru'fang'shou'shu 乳房手术
'ru'fang'shou'shu'zhi'pi'shu 乳房手术植皮术
'ru'fang'si'fen'zhi'yi'qie'chu'shu 乳房四分之一切除术
'ru'fang'suo'xiao'cheng'xing'shu 乳房缩小成形术
'ru'fang'wai'pei'ji'te'bing 乳房外佩吉特病
'ru'fang'wai'shi'zhen'yang'ai 乳房外湿疹样癌
'ru'fang'wei'suo 乳房萎缩
'ru'fang'xia'nei'xiang'xian'e'xing'zhong'liu 乳房下内象限恶性肿瘤
'ru'fang'xia'wai'xiang'xian'e'xing'zhong'liu 乳房下外象限恶性肿瘤
'ru'fang'xian'tian'xing'ji'xing 乳房先天性畸形
'ru'fang'xian'wei'nang'xing'ru'xian'bing 乳房纤维囊性乳腺病
'ru'fang'xian'wei'ying'hua'zheng 乳房纤维硬化症
'ru'fang'xian'zhao'xiang'jian'cha 乳房线照相检查
'ru'fang'xian'zhi'fang'liu 乳房腺脂肪瘤
'ru'fang'xiang'xian'qie'chu'shu 乳房象限切除术
'ru'fang'xiao'ye'qie'chu'shu 乳房小叶切除术
'ru'fang'xuan'diao'shu 乳房悬吊术
'ru'fang'xuan'ren'dai 乳房悬韧带
'ru'fang'yan'xing'zhong'wu 乳房炎性肿物
'ru'fang'ye'wei'bu'e'xing'zhong'liu 乳房腋尾部恶性肿瘤
'ru'fang'yi'wei 乳房异位
'ru'fang'ying'jie 乳房硬结
'ru'fang'you'nian'xing'ai 乳房幼年性癌
'ru'fang'yuan'wei'hei'se'su'liu 乳房原位黑色素瘤
'ru'fang'zai'zao'shu 乳房再造术
'ru'fang'zai'zao'shu'qi 乳房再造术期
'ru'fang'zao'shu 乳房早熟
'ru'fang'zeng'da'cheng'xing'shu 乳房增大成形术
'ru'fang'zeng'da'xing'cheng'xing'shu 乳房增大性成形术
'ru'fang'zhang'da 乳房胀大
'ru'fang'zhi'fang'huai'si 乳房脂肪坏死
'ru'fang'zhi'pi'shu 乳房植皮术
'ru'fang'zhi'ru'jia'ti'cheng'xing'shu 乳房植入假体成形术
'ru'fang'zhi'ru'ti 乳房植入体
'ru'fang'zhi'ru'wu 乳房植入物
'ru'fang'zhi'ru'wu'qu'chu'shu 乳房植入物取出术
'ru'fang'zhi'ru'wu'xiu'zheng'shu 乳房植入物修正术
'ru'fang'zhong'hou'pi'pian'yi'zhi'shu 乳房中厚皮片移植术
'ru'fang'zhong'kuai'qie'chu'shu 乳房肿块切除术
'ru'fang'zhong'wu'qie'chu'shu 乳房肿物切除术
'ru'fang'zhong'yang'bu'e'xing'zhong'liu 乳房中央部恶性肿瘤
'ru'fang'zu'zhi'kuo'zhang'qi'qu'chu 乳房组织扩张器去除
'ru'fang'zu'zhi'kuo'zhang'qi'zhi'ru 乳房组织扩张器植入
'ru'gan'jun'huo'jun 乳杆菌活菌
'ru'gan'jun'huo'jun'jiao'nang 乳杆菌活菌胶囊
'ru'gan'jun'huo'jun'jiao'nang'yin'dao'yong 乳杆菌活菌胶囊阴道用
'ru'gao'ji'zhi'hao'long'yan'shi'yi 乳膏基质号龙岩市一
'ru'gu'dan 入骨丹
'ru'guan'kuo'zhang'zheng 乳管扩张症
'ru'guo'tang 乳果糖
'ru'guo'tang'kou'fu'rong'ye 乳果糖口服溶液
'ru'guo'tang'kou'fu'ye 乳果糖口服液
'ru'guo'tang'rong'ye 乳果糖溶液
'ru'he'dai'pao'ji 乳核袋泡剂
'ru'he'nei'xiao 乳核内消
'ru'he'nei'xiao'ke'li 乳核内消颗粒
'ru'he'nei'xiao'ke'li'wu'tang'xing 乳核内消颗粒无糖型
'ru'he'nei'xiao'pian 乳核内消片
'ru'he'nei'xiao'ye 乳核内消液
'ru'he'san'jie 乳核散结
'ru'he'san'jie'pian 乳核散结片
'ru'hua'ji'fa 乳化剂法
'ru'hua'mo 乳化膜
'ru'hua'qi'xie 乳化器械
'ru'hua'rong 乳化溶
'ru'huan'zhuang'shi'yan 乳环状试验
'ru'ji'ji'zhi 乳剂基质
'ru'ji'ling'jiao'nang 乳疾灵胶囊
'ru'ji'ling'ke'li 乳疾灵颗粒
'ru'ji'ye'di 乳剂液滴
'ru'jian'bing'huo'ru'jian'zong'he'zheng 乳碱病或乳碱综合症
'ru'jian'zong'he'zheng 乳碱综合征
'ru'jiao'kang'lian'shi'ji 乳胶抗链试剂
'ru'jiao'ning'ji'shi'yan 乳胶凝集试验
'ru'jie'kang'wan 乳结康丸
'ru'jiu'shu'zhi'zhong'zhe'pi'qi'ye 如九菽之重者脾气也
'ru'kang'jiao'nang 乳康胶囊
'ru'kang'ke'li 乳康颗粒
'ru'kang'kou'fu'ye'ren'min 乳康口服液人民
'ru'kang'pian'bo'mo'yi 乳康片薄膜衣
'ru'kang'ruan'jiao'nang 乳康软胶囊
'ru'kang'wan'nong'suo'wan 乳康丸浓缩丸
'ru'kuai'xiao'jiao'nang 乳块消胶囊
'ru'kuai'xiao'jiao'nang 乳快消胶囊
'ru'kuai'xiao'ke'li 乳块消颗粒
'ru'kuai'xiao'pian 乳块消片
'ru'kuai'xiao'tie'gao 乳块消贴膏
'ru'kuai'xin 汝快欣
'ru'kuai'xin'pian 汝快欣片
'ru'lai'ting'chu'fa'men 如来停厨法门
'ru'liu'shu'zhi'zhong'zhe'xin'qi'ye 如六菽之重者心气也
'ru'mei'jun'su 乳酶菌素
'ru'mei'jun'su'ke'li 乳酶菌素颗粒
'ru'mei'jun'su'pian 乳酶菌素片
'ru'mei'jun'su'san 乳酶菌素散
'ru'mei'sheng 乳酶生
'ru'mei'sheng'jiao'nang 乳酶生胶囊
'ru'mei'sheng'jun'zhong 乳酶生菌种
'ru'mei'sheng'pian 乳酶生片
'ru'mi'guan'liu 乳糜管瘤
'ru'mi'nang'zhong 乳糜囊肿
'ru'mi'niao'bing 乳糜尿病
'ru'mi'wei'li 乳糜微粒
'ru'mi'xie'zhi'xie'bing 乳糜泻脂泻病
'ru'mi'xin'bao'yin'liu'shu 乳糜心包引流术
'ru'mi'xing'fu'shui 乳糜性腹水
'ru'mi'xing'shen'chu 乳糜性渗出
'ru'mi'xing'xin'bao'ji'ye 乳糜性心包积液
'ru'mi'xing'xiong'shui 乳糜性胸水
'ru'mi'xiong'yin'liu'shu 乳糜胸引流术
'ru'nao'qian'dong'mai'liu 入脑前动脉瘤
'ru'ning'bo'mo'yi'pian 乳宁薄膜衣片
'ru'ning'jiao'nang 乳宁胶囊
'ru'ning'jiao'nang'shi'diao'bai 乳宁胶囊石刁柏
'ru'ning'ke'li 乳宁颗粒
'ru'ning'pian'bo'mo'yi 乳宁片薄膜衣
'ru'ning'pian'tang'yi 乳宁片糖衣
'ru'ning'tang'yi'pian 乳宁糖衣片
'ru'pi'an'xiao 乳癖安消
'ru'pi'an'xiao'jiao'nang 乳癖安消胶囊
'ru'pi'an'xiao'kou'fu'ye 乳癖安消口服液
'ru'pi'kang'pian 乳癖康片
'ru'pi'qing'jiao'nang 乳癖清胶囊
'ru'pi'san'jie 乳癖散结
'ru'pi'san'jie'jiao'nang 乳癖散结胶囊
'ru'pi'shu'jiao'nang 乳癖舒胶囊
'ru'pi'xiao'jiao'nang 乳癖消胶囊
'ru'pi'xiao'ke'li 乳癖消颗粒
'ru'pi'xiao'pian 乳癖消片
'ru'pi'xiao'tie'gao 乳癖消贴膏
'ru'qin'wei'sheng'wu 入侵微生物
'ru'qing'pei'yang'ji 乳清培养基
'ru'qing'suan'niao'xing'pin'xue 乳清酸尿性贫血
'ru'quan'ke'li 乳泉颗粒
'ru'quan'ke'li'wu'tang'xing 乳泉颗粒无糖型
'ru'san'shu'zhi'zhong'zhe'fei'qi'ye 如三菽之重者肺气也
'ru'shi'an 乳适安
'ru'shi'er'shu'zhi'zhong'zhe'gan'qi'ye 如十二菽之重者肝气也
'ru'shi'feng'he 褥式缝合
'ru'shi'gao 如石膏
'ru'shi'ji'zhi'zheng 乳食积滞证
'ru'shi'jiang'ji'ceng'feng'he 褥式浆肌层缝合
'ru'shi'nei'ji'zheng 乳食内积证
'ru'shi'shang'wei'zheng 乳食伤胃证
'ru'shi'yong'ji'zheng 乳食壅积证
'ru'suan'bi'pai'li'deng 乳酸比哌立登
'ru'suan'fu'luo'sha'xing 乳酸氟罗沙星
'ru'suan'fu'luo'sha'xing'pian 乳酸氟罗沙星片
'ru'suan'fu'pai'ding'chun 乳酸氟哌啶醇
'ru'suan'gai'ju'jue'pian 乳酸钙咀嚼片
'ru'suan'gai'ke'li 乳酸钙颗粒
'ru'suan'gai'kou'fu'rong'ye 乳酸钙口服溶液
'ru'suan'gai'kou'fu'ye 乳酸钙口服液
'ru'suan'gai'pian 乳酸钙片
'ru'suan'huan'bing'sha'xing 乳酸环丙沙星
'ru'suan'huan'bing'sha'xing'di'yan'ye 乳酸环丙沙星滴眼液
'ru'suan'huan'bing'sha'xing'lv'hua'na 乳酸环丙沙星氯化钠
'ru'suan'huan'bing'sha'xing'zhu'she'ye 乳酸环丙沙星注射液
'ru'suan'jia'ti'sha'xing 乳酸加替沙星
'ru'suan'jun'su 乳酸菌素
'ru'suan'jun'su'fen'san'pian 乳酸菌素分散片
'ru'suan'jun'su'ke'li 乳酸菌素颗粒
'ru'suan'jun'su'pian 乳酸菌素片
'ru'suan'jun'su'san 乳酸菌素散
'ru'suan'jun'yin'dao'jiao'nang 乳酸菌阴道胶囊
'ru'suan'jun'zhi'ji'jian'yan'fa 乳酸菌制剂检验法
'ru'suan'lin'ge'ye 乳酸林格液
'ru'suan'mi'li'nong 乳酸米力农
'ru'suan'na 乳酸钠
'ru'suan'na'lin'ge 乳酸钠林格
'ru'suan'na'lin'ge'su'ping 乳酸钠林格塑瓶
'ru'suan'na'lin'ge'zhu'she'ye 乳酸钠林格注射液
'ru'suan'na'rong'ye 乳酸钠溶液
'ru'suan'na'zhu'she'ye 乳酸钠注射液
'ru'suan'nuo'fu'sha'xing 乳酸诺氟沙星
'ru'suan'nuo'fu'sha'xing'zhu'she'ye 乳酸诺氟沙星注射液
'ru'suan'pu'ni'la'ming 乳酸普尼拉明
'ru'suan'qiang'ji'gong'ju'wu 乳酸羟基共聚物
'ru'suan'rong'ye 乳酸溶液
'ru'suan'sai'ke'li'qin 乳酸赛克力嗪
'ru'suan'si'fu'sha'xing 乳酸司氟沙星
'ru'suan'si'pa'sha'xing 乳酸司帕沙星
'ru'suan'si'pa'sha'xing'pian 乳酸司帕沙星片
'ru'suan'si'pa'sha'xing'pian'bo'mo'yi 乳酸司帕沙星片薄膜衣
'ru'suan'tuo'qing'mei 乳酸脱氢酶
'ru'suan'tuo'qing'mei'ce'ding 乳酸脱氢酶测定
'ru'suan'tuo'qing'mei'shi'ji'he 乳酸脱氢酶试剂盒
'ru'suan'tuo'qing'mei'zeng'jia 乳酸脱氢酶增加
'ru'suan'xin'ke'ding 乳酸心可定
'ru'suan'xin'ke'ding'pian 乳酸心可定片
'ru'suan'xin'kou'fu'ye 乳酸锌口服液
'ru'suan'xing'suan'zhong'du 乳酸性酸中毒
'ru'suan'ya'tie 乳酸亚铁
'ru'suan'ya'tie'jiao'nang 乳酸亚铁胶囊
'ru'suan'ya'tie'kou'fu 乳酸亚铁口服
'ru'suan'ya'tie'kou'fu'ye 乳酸亚铁口服液
'ru'suan'ya'tie'pian'bo'mo'yi 乳酸亚铁片薄膜衣
'ru'suan'ya'tie'tang'jiang 乳酸亚铁糖浆
'ru'suan'yan'lin'ge'rong'ye 乳酸盐林格溶液
'ru'suan'yi'sha'a'ding 乳酸依沙吖啶
'ru'suan'yi'sha'a'ding'rong'ye 乳酸依沙吖啶溶液
'ru'suan'yi'sha'a'ding'tie 乳酸依沙吖啶贴
'ru'suan'yi'sha'a'ding'zhu'she'ye 乳酸依沙吖啶注射液
'ru'suan'zuo'yang'fu'sha'xing 乳酸左氧氟沙星
'ru'suan'zuo'yang'fu'sha'xing'di'yan'ye 乳酸左氧氟沙星滴眼液
'ru'suan'zuo'yang'fu'sha'xing'jiao'nang 乳酸左氧氟沙星胶囊
'ru'suan'zuo'yang'fu'sha'xing'lv'hua'na 乳酸左氧氟沙星氯化钠
'ru'suan'zuo'yang'fu'sha'xing'pian 乳酸左氧氟沙星片
'ru'suan'zuo'yang'fu'sha'xing'zhu'she'ye 乳酸左氧氟沙星注射液
'ru'tang'mei'pian 乳糖酶片
'ru'tang'nai'shou'bu'liang 乳糖耐受不良
'ru'tang'suan'a'qi'mei'su 乳糖酸阿奇霉素
'ru'tang'suan'a'qi'mei'su'zhu'she'ye 乳糖酸阿奇霉素注射液
'ru'tang'suan'hong'mei'su 乳糖酸红霉素
'ru'tang'suan'ke'la'mei'su 乳糖酸克拉霉素
'ru'tang'suan'ke'la'mei'su'jiao'nang 乳糖酸克拉霉素胶囊
'ru'tang'suan'ke'la'mei'su'pian 乳糖酸克拉霉素片
'ru'tang'xi'shou'bu'liang 乳糖吸收不良
'ru'tong'ruan'jian'pian 乳痛软坚片
'ru'tou'bian'xing 乳头变性
'ru'tou'cheng'xing'shu 乳头成形术
'ru'tou'duo'kong'bing'du 乳头多空病毒
'ru'tou'duo'liu'kong'pao'bing'du'gan'ran 乳头多瘤空泡病毒感染
'ru'tou'e'xing'zhong'liu 乳头恶性肿瘤
'ru'tou'fei'da 乳头肥大
'ru'tou'feng'bing 乳头风病
'ru'tou'ji'gong'neng'bu'quan 乳头肌功能不全
'ru'tou'ji'pi'kai'shu 乳头肌劈开术
'ru'tou'ji'shou'shu 乳头肌手术
'ru'tou'kui'yang 乳头溃疡
'ru'tou'liu'bing'du 乳头瘤病毒
'ru'tou'mi'lan'xing'xian'liu'bing 乳头糜烂性腺瘤病
'ru'tou'nei'xian'fei'chan'ru'qi 乳头内陷非产褥期
'ru'tou'pi'zhui 乳头皮赘
'ru'tou'po'sui'bing 乳头破碎病
'ru'tou'qie'chu'shu 乳头切除术
'ru'tou'qie'kai'dao 乳头切开刀
'ru'tou'qiu'nao'shu 乳头丘脑束
'ru'tou'ru'yun'e'xing'zhong'liu 乳头乳晕恶性肿瘤
'ru'tou'ru'yun'fu'he'ti 乳头乳晕复合体
'ru'tou'ru'yun'jiao'hua'guo'du'zheng 乳头乳晕角化过度症
'ru'tou'ru'yun'shi'zhen'yang'ai 乳头乳晕湿疹样癌
